cell,run_id,dataset,n,rho,p
A_entropy_within_supplement,livecodebench_12,livecodebench,770,-0.16781906066084315,2.834365553070871e-06
A_entropy_within_supplement,livecodebench_122,livecodebench,697,-0.07418110305759423,0.05027462720833446
A_entropy_within_supplement,livecodebench_123,livecodebench,621,-0.10475781021773455,0.008988713749238717
A_entropy_within_supplement,livecodebench_125,livecodebench,670,-0.06498704142902469,0.09280490490748257
A_entropy_within_supplement,livecodebench_126,livecodebench,543,-0.2396857052743423,1.5583920542026015e-08
A_entropy_within_supplement,livecodebench_127,livecodebench,706,-0.13334737729092055,0.00038125942721803786
A_entropy_within_supplement,livecodebench_128,livecodebench,659,-0.11802801853814024,0.0024072863120070684
A_entropy_within_supplement,livecodebench_13,livecodebench,725,-0.24197877911416418,4.040001561774427e-11
A_entropy_within_supplement,livecodebench_132,livecodebench,707,-0.20464245458766567,4.021411078604005e-08
A_entropy_within_supplement,livecodebench_133,livecodebench,641,-0.19645199709857555,5.359102562945694e-07
A_entropy_within_supplement,livecodebench_134,livecodebench,437,-0.14437858063751705,0.002483126151391938
A_entropy_within_supplement,livecodebench_136,livecodebench,808,-0.004516208372253679,0.8980091586802139
A_entropy_within_supplement,livecodebench_143,livecodebench,545,-0.18247755347728367,1.8172291209779264e-05
A_entropy_within_supplement,livecodebench_146,livecodebench,379,-0.1422677185487906,0.005526371163316677
A_entropy_within_supplement,livecodebench_15,livecodebench,767,-0.15862796946327115,1.0148924146007697e-05
A_entropy_within_supplement,livecodebench_22,livecodebench,614,-0.1755035588519241,1.2202487045460412e-05
A_entropy_within_supplement,livecodebench_23,livecodebench,853,-0.1715238677080065,4.665014643956644e-07
A_entropy_within_supplement,livecodebench_26,livecodebench,644,-0.17567685778848385,7.3105960612360375e-06
A_entropy_within_supplement,livecodebench_27,livecodebench,735,-0.22714970539809337,4.683596868943177e-10
A_entropy_within_supplement,livecodebench_28,livecodebench,661,-0.06875669225217425,0.077316334541372
A_entropy_within_supplement,livecodebench_3,livecodebench,500,-0.2752122688490754,3.8543726741985824e-10
A_entropy_within_supplement,livecodebench_30,livecodebench,805,-0.07652932569095094,0.02992054152257288
A_entropy_within_supplement,livecodebench_32,livecodebench,800,-0.21159848687263577,1.5022948534217388e-09
A_entropy_within_supplement,livecodebench_33,livecodebench,633,-0.2520559424519684,1.2492986193594209e-10
A_entropy_within_supplement,livecodebench_34,livecodebench,609,-0.29966061280958184,4.218169073063754e-14
A_entropy_within_supplement,livecodebench_35,livecodebench,770,-0.21830884097712006,9.242365208408904e-10
A_entropy_within_supplement,livecodebench_36,livecodebench,564,-0.15792793066971497,0.00016593831499502377
A_entropy_within_supplement,livecodebench_38,livecodebench,572,-0.16099670403225294,0.00011004065458462996
A_entropy_within_supplement,livecodebench_39,livecodebench,602,-0.20254180422094478,5.409056622665211e-07
A_entropy_within_supplement,livecodebench_4,livecodebench,403,-0.2138883011666968,1.4866413228458377e-05
A_entropy_within_supplement,livecodebench_40,livecodebench,750,-0.1494265412027399,3.982780236530753e-05
A_entropy_within_supplement,livecodebench_43,livecodebench,651,-0.0806223264169039,0.03973917932110191
A_entropy_within_supplement,livecodebench_44,livecodebench,635,-0.1409626911034073,0.00036670410068267203
A_entropy_within_supplement,livecodebench_47,livecodebench,754,-0.13169895295414683,0.00028769475621644224
A_entropy_within_supplement,livecodebench_49,livecodebench,665,-0.12133830995593836,0.0017201476869085188
A_entropy_within_supplement,livecodebench_53,livecodebench,691,-0.2509699074991753,2.1912804294707758e-11
A_entropy_within_supplement,livecodebench_54,livecodebench,769,-0.2690779210224106,3.198040069640736e-14
A_entropy_within_supplement,livecodebench_55,livecodebench,669,-0.16804504904921436,1.2454723412689425e-05
A_entropy_within_supplement,livecodebench_56,livecodebench,751,-0.19590367453324647,6.225404513012366e-08
A_entropy_within_supplement,livecodebench_6,livecodebench,508,-0.27482091673824016,2.9648014651560785e-10
A_entropy_within_supplement,livecodebench_60,livecodebench,774,-0.11764745843640731,0.0010411766087490316
A_entropy_within_supplement,livecodebench_63,livecodebench,639,-0.23176897066831503,3.06282420911073e-09
A_entropy_within_supplement,livecodebench_64,livecodebench,706,-0.19443600111408194,1.9201067155178705e-07
A_entropy_within_supplement,livecodebench_67,livecodebench,745,-0.1520771530576294,3.070202006569738e-05
A_entropy_within_supplement,livecodebench_69,livecodebench,579,-0.1818822243502915,1.0634520736535864e-05
A_entropy_within_supplement,livecodebench_7,livecodebench,581,-0.3130865241474761,1.1147710010423532e-14
A_entropy_within_supplement,livecodebench_70,livecodebench,747,-0.06876226789280676,0.06032117556162892
A_entropy_within_supplement,livecodebench_75,livecodebench,636,-0.09356675118077583,0.018265013653470257
A_entropy_within_supplement,livecodebench_76,livecodebench,483,-0.1727022669817021,0.00013652151704745532
A_entropy_within_supplement,livecodebench_78,livecodebench,714,-0.181536984589538,1.0451624110797976e-06
A_entropy_within_supplement,livecodebench_80,livecodebench,651,-0.1292055856275132,0.0009525942661759799
A_entropy_within_supplement,livecodebench_81,livecodebench,668,-0.09261881773594553,0.016644715678440714
A_entropy_within_supplement,livecodebench_82,livecodebench,716,-0.14457113910609623,0.00010355261600142682
A_entropy_within_supplement,livecodebench_84,livecodebench,627,-0.1319037134526184,0.0009304617751642417
A_entropy_within_supplement,livecodebench_85,livecodebench,743,-0.18017190968121094,7.67832084085812e-07
A_entropy_within_supplement,livecodebench_86,livecodebench,685,-0.15287317056233612,5.8842995487185086e-05
A_entropy_within_supplement,livecodebench_89,livecodebench,622,-0.2008753313116847,4.3877830069963105e-07
A_entropy_within_supplement,livecodebench_9,livecodebench,607,-0.08474143933078819,0.03686479353855454
A_entropy_within_supplement,livecodebench_93,livecodebench,698,-0.15731534322104707,2.982545617290033e-05
A_entropy_within_supplement,livecodebench_94,livecodebench,671,-0.20000258183216343,1.7508758974124473e-07
A_entropy_within_supplement,livecodebench_95,livecodebench,673,-0.24958376821215827,5.1363464257722686e-11
A_entropy_within_supplement,livecodebench_96,livecodebench,631,-0.22032213475171203,2.2406008776028294e-08
A_entropy_within_supplement,livecodebench_97,livecodebench,768,-0.17258310438046667,1.5008843151228277e-06
A_entropy_within_supplement,livecodebench_98,livecodebench,680,-0.16512198593956862,1.5069281027935956e-05
A_entropy_within_supplement,math500_1,math500,852,-0.13991282698249,4.165577743595944e-05
A_entropy_within_supplement,math500_10,math500,962,-0.05968466867841547,0.06425158497318792
A_entropy_within_supplement,math500_101,math500,746,-0.02076012635026494,0.5713043780813218
A_entropy_within_supplement,math500_103,math500,862,-0.049854384303603005,0.143603671647619
A_entropy_within_supplement,math500_105,math500,668,-0.049264229623594794,0.2034954260441974
A_entropy_within_supplement,math500_106,math500,417,-0.14615543487183022,0.002774286080860594
A_entropy_within_supplement,math500_107,math500,771,0.12467857136311403,0.0005207170875244908
A_entropy_within_supplement,math500_108,math500,808,-0.0873333196540575,0.013014126314133827
A_entropy_within_supplement,math500_109,math500,763,-0.053085134496042845,0.14292891485268985
A_entropy_within_supplement,math500_110,math500,682,-0.16654883134592663,1.2309268948691453e-05
A_entropy_within_supplement,math500_113,math500,200,0.03936698417460437,0.5799496887576263
A_entropy_within_supplement,math500_114,math500,721,-0.045104489634920204,0.2264190197683341
A_entropy_within_supplement,math500_117,math500,615,0.12480326537687308,0.0019296253917932555
A_entropy_within_supplement,math500_123,math500,785,0.006598221045602079,0.8535620865692338
A_entropy_within_supplement,math500_125,math500,373,-0.27632324383371076,5.803355288870178e-08
A_entropy_within_supplement,math500_126,math500,983,-0.08707361492296667,0.006300455567873823
A_entropy_within_supplement,math500_128,math500,787,-0.22870687203106596,8.466400595879484e-11
A_entropy_within_supplement,math500_130,math500,951,-0.00951555451999827,0.7694731511431714
A_entropy_within_supplement,math500_131,math500,739,-0.07089405323340438,0.054056296702735124
A_entropy_within_supplement,math500_132,math500,340,-0.17082470182166243,0.0015694739246130804
A_entropy_within_supplement,math500_135,math500,844,0.2776212480834923,2.113923359553125e-16
A_entropy_within_supplement,math500_138,math500,764,-0.19960588683333458,2.6325094733857986e-08
A_entropy_within_supplement,math500_14,math500,677,-0.0404346340678998,0.2934592207740422
A_entropy_within_supplement,math500_140,math500,699,-0.06119802747273017,0.1059624162729986
A_entropy_within_supplement,math500_141,math500,715,-0.3176292980762254,3.1814246627652668e-18
A_entropy_within_supplement,math500_142,math500,841,-0.09649249302077487,0.005099856280098199
A_entropy_within_supplement,math500_148,math500,646,-0.2409788672231581,5.481922584908434e-10
A_entropy_within_supplement,math500_149,math500,859,-0.050875985968169966,0.13624981113715948
A_entropy_within_supplement,math500_150,math500,712,-0.09425998229040977,0.011857553928901147
A_entropy_within_supplement,math500_151,math500,780,-0.06019233076673999,0.09297527866129032
A_entropy_within_supplement,math500_152,math500,743,-0.09487533005205354,0.009664740420288552
A_entropy_within_supplement,math500_154,math500,709,-0.19630286319768916,1.370990586141208e-07
A_entropy_within_supplement,math500_157,math500,677,-0.14185733272311327,0.00021311637529744412
A_entropy_within_supplement,math500_158,math500,763,-0.02545562370532974,0.48261195655136935
A_entropy_within_supplement,math500_161,math500,664,-0.17376885489086616,6.681845426158617e-06
A_entropy_within_supplement,math500_162,math500,956,0.09443565942140901,0.0034712972725836158
A_entropy_within_supplement,math500_163,math500,837,0.05457781333724945,0.11461053174358982
A_entropy_within_supplement,math500_164,math500,692,-0.21984550615252532,5.083177047415438e-09
A_entropy_within_supplement,math500_165,math500,184,-0.23680530138121014,0.0012102569834484065
A_entropy_within_supplement,math500_166,math500,753,-0.11915352866990193,0.0010531876061308856
A_entropy_within_supplement,math500_167,math500,227,-0.07548387361526894,0.2573749614543938
A_entropy_within_supplement,math500_170,math500,868,-0.10288853653492282,0.0024055549476061757
A_entropy_within_supplement,math500_172,math500,477,0.024301328647034715,0.596503939477724
A_entropy_within_supplement,math500_173,math500,800,-0.08879634186928417,0.011985279114467326
A_entropy_within_supplement,math500_175,math500,833,-0.042368808342374026,0.22187792452469035
A_entropy_within_supplement,math500_177,math500,815,-0.04107137632038389,0.24151491145722623
A_entropy_within_supplement,math500_180,math500,1052,0.09070196510005779,0.0032352832910657672
A_entropy_within_supplement,math500_182,math500,153,-0.08913996220497768,0.2731920795062166
A_entropy_within_supplement,math500_183,math500,792,0.051088859880387506,0.15087853715258662
A_entropy_within_supplement,math500_184,math500,915,-0.1213565737073636,0.00023369150070446203
A_entropy_within_supplement,math500_185,math500,636,-0.09740335433397386,0.013993408926860493
A_entropy_within_supplement,math500_189,math500,599,-0.10497060317921171,0.010145219363709119
A_entropy_within_supplement,math500_19,math500,835,-0.09696352707823142,0.005042493287876218
A_entropy_within_supplement,math500_191,math500,131,0.04572679229167779,0.6040240518459035
A_entropy_within_supplement,math500_194,math500,816,-0.12137108547303402,0.0005116354403517345
A_entropy_within_supplement,math500_197,math500,803,-0.029394785002698366,0.40549379619333686
A_entropy_within_supplement,math500_198,math500,886,-0.029806424123964958,0.3755340083466459
A_entropy_within_supplement,math500_199,math500,467,-0.02219067689470498,0.6324236552282078
A_entropy_within_supplement,math500_20,math500,171,-0.19630882952936377,0.01007246519813865
A_entropy_within_supplement,math500_21,math500,820,-0.027788487519333303,0.4267992180166246
A_entropy_within_supplement,math500_24,math500,769,-0.1261246738469593,0.00045512781744051685
A_entropy_within_supplement,math500_25,math500,731,-0.013886763192891987,0.7077853238334988
A_entropy_within_supplement,math500_27,math500,446,-0.10214023183393227,0.03103217248740261
A_entropy_within_supplement,math500_28,math500,830,-0.07812089264068768,0.024405202960286827
A_entropy_within_supplement,math500_29,math500,504,-0.026885176447210193,0.5470537222514472
A_entropy_within_supplement,math500_3,math500,237,0.1540000252407335,0.01767125686600433
A_entropy_within_supplement,math500_30,math500,238,-0.06610130943961717,0.30986585976233144
A_entropy_within_supplement,math500_31,math500,469,-0.21840470316176894,1.7970217176458948e-06
A_entropy_within_supplement,math500_35,math500,744,0.10230789380978621,0.005218496835690895
A_entropy_within_supplement,math500_38,math500,383,0.13126918068978716,0.01011921123665648
A_entropy_within_supplement,math500_4,math500,621,-0.05203922258350132,0.1952941512382123
A_entropy_within_supplement,math500_40,math500,299,-0.17105160377993758,0.003004583998830321
A_entropy_within_supplement,math500_42,math500,672,-0.10765332334097102,0.005212166271451343
A_entropy_within_supplement,math500_44,math500,445,-0.14710236008165165,0.0018623905938626255
A_entropy_within_supplement,math500_45,math500,763,-0.0389626082992568,0.2824255284702627
A_entropy_within_supplement,math500_46,math500,920,0.010603756261115826,0.7480591245782833
A_entropy_within_supplement,math500_47,math500,470,-0.08373899191244907,0.06971304146355031
A_entropy_within_supplement,math500_5,math500,331,-0.16258375992296573,0.0030118637151593896
A_entropy_within_supplement,math500_50,math500,873,0.04180535412402517,0.21721234896461553
A_entropy_within_supplement,math500_52,math500,740,-0.19640660311552696,7.190155814016901e-08
A_entropy_within_supplement,math500_58,math500,576,-0.0993336975359807,0.01709163908159551
A_entropy_within_supplement,math500_59,math500,813,-0.009303541432310996,0.7911089169392451
A_entropy_within_supplement,math500_6,math500,951,-0.0036234071912012358,0.9111460589252489
A_entropy_within_supplement,math500_64,math500,932,0.01582747819017322,0.6293984515208995
A_entropy_within_supplement,math500_68,math500,862,-0.056163525062657545,0.09938141411060167
A_entropy_within_supplement,math500_72,math500,643,-0.011558585427898501,0.7698770914248798
A_entropy_within_supplement,math500_73,math500,625,0.0003581223887933154,0.9928708866919564
A_entropy_within_supplement,math500_74,math500,695,-0.2064648470034466,3.9630663087162e-08
A_entropy_within_supplement,math500_75,math500,718,-0.17879154953097717,1.425783682484796e-06
A_entropy_within_supplement,math500_76,math500,820,-0.04714950933423349,0.17738609034829778
A_entropy_within_supplement,math500_78,math500,761,-0.06376485125195161,0.07875951224855338
A_entropy_within_supplement,math500_82,math500,779,-0.08984127798044526,0.012122119514187017
A_entropy_within_supplement,math500_84,math500,699,-0.15567101590073415,3.571496448948376e-05
A_entropy_within_supplement,math500_86,math500,418,0.12756013229635085,0.009032094522516548
A_entropy_within_supplement,math500_87,math500,593,-0.13130910306289734,0.0013519162509082361
A_entropy_within_supplement,math500_90,math500,740,-0.18213355274818133,6.10167812990713e-07
A_entropy_within_supplement,math500_92,math500,794,-0.1991480993122597,1.5178016795778402e-08
A_entropy_within_supplement,math500_93,math500,515,-0.010021497856803365,0.8205193417393657
A_entropy_within_supplement,math500_96,math500,781,-0.13269243994001748,0.0002001797457506108
A_entropy_within_supplement,math500_97,math500,186,-0.08988526218127736,0.22243498111773652
